Songs & Artist,Streams,Daily
CKay - love nwantiti,611824749,156699
Foo Fighters - Learn to Fly,611810283,262306
Roar - I Can't Handle Change,611445517,441066
Ritt Momney - Put Your Records On,611401994,104834
Zedd - Clarity,611293577,252806
The Pussycat Dolls - Don't Cha,611271219,334221
Green Day - 21 Guns,611239985,259734
The Who - Baba O'Riley,611133223,379499
Plan B - Candy,610886298,644714
Rammstein - Du hast,610690735,389362
One Direction - Best Song Ever,610499687,249594
Lil Xan - Betrayed,610373733,84184
Miguel - Sky Walker,610317983,168194
The Beatles - Hey Jude,609990199,252365
Feid - CHORRITO PA LAS ANIMAS,609660181,382158
Ice Cube - You Know How We Do It,609548266,325993
The All-American Rejects - Gives You Hell,609419906,248507
Maluma - Corazón,609344885,103680
Romeo Santos - Eres Mía,609311986,652389
Timbaland - Apologize,609060030,380353
50 Cent - Just A Lil Bit,608965296,407046
Burak Yeter - Tuesday,608680117,132410
The Offspring - Self Esteem,608573445,345949
Becky G - Cuando Te Besé,608552565,196965
Post Malone - Stay,608533830,116804
Dusty Springfield - Son of a Preacher Man,608516843,333490
DJ Khaled - No Brainer,608488074,50712
Luke Combs - Fast Car,608364342,688183
Kygo - Stay,607639544,51619
Mazzy Star - Fade Into You,607595448,814053
Lorde - Green Light,607405212,126216
Travis Scott - 90210,607342264,387835
Camilo - Tutu,607332595,128028
Oscar Maydon - Fin de Semana,607305501,339618
Metallica - One (Remastered),607108175,364125
Harry Styles - Sweet Creature,607000203,138564
U2 - One,606881736,205642
Sasha Alex Sloan - Dancing With Your Ghost,606729822,445972
JID - Surround Sound,606601022,512936
Daniel Powter - Bad Day,606328561,186909
Arctic Monkeys - Snap Out Of It,606138009,326194
"John Denver - Take Me Home, Country Roads",605971587,229371
Migos - Slippery,605932079,66964
Diddy - I'll Be Missing You,605252039,311965
Guns N' Roses - Don't Cry (Original),605092229,405649
50 Cent - Many Men (Wish Death),604659956,521276
Flo Rida - Club Can't Handle Me,604637937,426643
Taylor Swift - the 1,604548696,278262
Kygo - Remind Me to Forget,604131891,101883
Fergie - Big Girls Don't Cry (Personal),604014420,260364
Jimin - Who,603979423,7553534
Rupert Holmes - Escape (The Pina Colada Song),603970662,266432
Beyoncé - If I Were a Boy,603871213,208264
Bazzi - Paradise,603845335,96054
Kehlani - Nights Like This,603818496,172398
Pitbull - Hotel Room Service,603646766,560194
Luis Miguel - La Incondicional,603296159,360553
Sheppard - Geronimo,603290950,214013
Britney Spears - Womanizer,603081593,453063
Childish Gambino - This Is America,602771383,86654
Bazzi - I.F.L.Y.,602714851,79881
Avril Lavigne - Sk8er Boi,602601606,441036
The Rolling Stones - Sympathy For The Devil,602572518,267719
NF - Lie,602350955,193539
Danny Ocean - Dembow,602247176,177040
OneRepublic - Run,601939953,311701
The Weeknd - Wicked Games,601935973,237615
Brent Faiyaz - Clouded,601418995,377426
Three Days Grace - Animal I Have Become,601301127,516526
Fujii Kaze - Shinunoga E-Wa,601280097,351892
Keyshia Cole - Love,601149675,626176
Chris Brown - Ayo,601031400,143599
Sophie Ellis-Bextor - Murder On The Dancefloor,600848586,591017
BTS - Euphoria,600719683,170449
Tropical Florida - Club Can't Handle Me,600561024,402658
Ozuna - Una Locura,600216271,141101
6ix9ine - BEBE,599918471,153565
Beach Bunny - Prom Queen,599774583,495183
Jesse & Joy - Dueles,599458535,325365
Loren Allred - Never Enough,599439342,177596
XXXTENTACION - Arms Around You,599101546,88346
Migos - MotorSport,598969982,78731
ABBA - Mamma Mia,598730314,427748
Fuerza Regida - Bebe Dame,597971594,330684
Lizzy McAlpine - ceilings,597764309,574027
Lana Del Rey - Diet Mountain Dew,597302544,721611
Tiësto - 10:35,597143736,527365
The Neighbourhood - Reflections,597057546,1044213
Justin Timberlake - Cry Me a River,596834515,378682
Lana Del Rey - Cinnamon Girl,596548540,813719
Chino Pacas - El Gordo Trae El Mando,596410095,272420
KAROL G - EL MAKINON,596374797,153646
Rauw Alejandro - Reloj,596237888,156648
Saweetie - Best Friend,596216211,286129
Dean Lewis - Waves,596202380,168778
The Black Keys - Lonely Boy,596184552,481877
J Balvin - No Es Justo,596177523,157726
Jack Johnson - Banana Pancakes,595645860,250172
Gabry Ponte - Thunder,595484659,336064
Bad Bunny - Una Vez,595304608,258666
Lil Skies - Lust,595228617,131289
Sam Smith - Lay Me Down,595226884,86821
Rae Sremmurd - No Type,595016060,100113
Michael Sembello - Maniac,594936029,371213
Nicky Jam - El Amante,594805774,116352
"Earth, Wind & Fire - Let's Groove",594202289,432220
Drake - Portland,594101164,88837
J Balvin - UN PESO,593908800,347442
Cardi B - Money,593898169,180905
21 Savage - X,593895883,116965
Arcángel - Sigues Con El,593521242,92341
U2 - Beautiful Day,593433882,241046
Kygo - Born To Be Yours,593098269,163590
Sam Feldt - Post Malone,593078036,91025
Meghan Trainor - Dear Future Husband,592768300,399722
Pop Smoke - Hello,592673195,142768
Taio Cruz - Break Your Heart,592313013,366342
Xavi - La Víctima,592122891,599817
"All Time Low - Dear Maria, Count Me In",591808176,294270
Sebastian Yatra - Un Año,591368657,142679
Cigarettes After Sex - Cry,591109056,1066900
Jessie J - Price Tag,590834761,260383
Imanbek - Belly Dancer,590696006,403170
Queen - Radio Ga Ga,590605891,285500
"Daya - Sit Still, Look Pretty",590249412,183246
Iggy Azalea - Black Widow,590206061,152266
YNW Melly - Suicidal,589843666,194289
Bob Marley & The Wailers - Jamming,589367622,391194
Amy Winehouse - Valerie,589189595,265768
"Tyler, The Creator - BEST INTEREST",589098270,650686
Sia - Genius,588949320,232263
Frank Ocean - White Ferrari,588892256,867418
BLACKPINK - Ice Cream,588617626,128436
"ROSALÍA - Yo x Ti, Tu x Mi",588600166,220604
Soulja Boy - Crank That (Soulja Boy),588535606,274363
Calvin Harris - Under Control,588524806,345181
Oliver Tree - Life Goes On,588362664,223662
Loreen - Tattoo,588095236,606222
BLACKPINK - Lovesick Girls,587426928,223215
Tame Impala - Let It Happen,587325474,422352
Ava Max - So Am I,587242320,107076
Lady Gaga - Applause,586997130,308084
Camila Cabello - Shameless,586896444,939106
One Direction - History,586458472,113591
Lifehouse - You And Me,586414671,200799
NLE Choppa - Walk Em Down,586329239,166995
Doja Cat - Agora Hills,586254701,642782
Ozuna - Dile Que Tu Me Quieres,586167676,230623
NewJeans - Hype Boy,586098121,421916
Lil Wayne - A Milli,585968286,279999
Russ - What They Want,585692523,137586
Eagle-Eye Cherry - Save Tonight,585591050,275709
Echosmith - Cool Kids,585535879,193796
Vundabar - Alien Blues,585532562,551269
JP Cooper - September Song,585433059,62456
Adele - Oh My God,585313842,225726
Camilo - Vida de Rico,585284731,161768
Mac DeMarco - For the First Time,585243771,609905
Chris Brown - Loyal,585049360,250474
Famous Dex - PICK IT UP,584792497,71638
GoldLink - Crew,584779021,379295
AronChupa - I'm an Albatraoz,584459166,154974
Bad Bunny - Un Coco,584430156,370922
Ski Mask The Slump God - Faucet Failure,584425568,147767
Nio Garcia - AM Remix,584406696,101192
Trippie Redd - Taking A Walk,584317497,127961
Bing Crosby - God rest ye merry Gentlemen,584237525,18601
Cardi B - Please Me,583979458,607520
Lady Gaga - Judas,583352797,997802
Katy Perry - Chained To The Rhythm,583338308,123325
Demi Lovato - Confident,582907320,167491
Don Henley - The Boys Of Summer,582635855,226912
The Beach Boys - Wouldn't It Be Nice,582523598,236420
Louis Tomlinson - Back to You,582314001,53020
Nicky Jam - Hasta el Amanecer,582207804,222057
David Guetta - Play Hard,582144041,226690
CKay - love nwantiti,582038804,156025
Carlos Baute - Colgando en tus manos (con Marta Sánchez),581767372,310572
Arctic Monkeys - Arabella,581565295,240679
Rex Orange County - Sunflower,581491722,168542
Al Green - Let's Stay Together,581488933,281951
Ozuna - Solita,581335921,201000
George Michael - Faith,580706229,407255
Luke Bryan - Play It Again,580371783,261008
The Righteous Brothers - Unchained Melody,580275498,360696
Jeremy Zucker - you were good to me,580039716,117192
BTS - Blood Sweat & Tears,579834363,145404
Post Malone - Hollywood's Bleeding,579685858,183142
Black Eyed Peas - Just Can’t Get Enough,578966965,462530
Brett Young - In Case You Didn't Know,578825549,202244
Cults - Always Forever,578640041,545668
Kylie Minogue - Can't Get You out of My Head,578636896,432891
Joji - worldstar money (interlude),578273546,244770
Nick Jonas - Jealous,578105511,216434
King Princess - 1950,577860502,63718
Jeremih - Don't Tell 'Em,577811901,234136
Sean Paul - Get Busy,577450355,328569
Beyoncé - Run the World (Girls),577361897,153457
Zara Larsson - Ruin My Life,577357315,87805
Sam Cooke - (What A) Wonderful World,577307100,395982
Dwayne Johnson - You're Welcome,577172006,263481
Green Day - When I Come Around,577109080,352544
Steppenwolf - Born To Be Wild,577097937,224548
Radiohead - Karma Police,576610428,344465
¥$ - CARNIVAL,576568114,802437
Manuel Turizo - La Nota,576511054,140633
Jessie J - Domino,576422454,378372
Ozuna - Baila Baila Baila,576395902,100983
Blue Öyster Cult - (Don't Fear) The Reaper,576359352,253733
Katy Perry - Part Of Me,576181462,375719
Starship - We Built This City,576046295,222306
Daniel Caesar - Japanese Denim,575935980,364556
PUBLIC - Make You Mine,575315318,165595
Drake - Way 2 Sexy,575071957,128508
Lil Tecca - Love Me,574976350,282825
Liana Flores - rises the moon,574911043,643108
Hugh Jackman - The Greatest Show,574733297,206717
Taylor Swift - Bejeweled,574645380,290016
Soda Stereo - De Música Ligera,574419949,345155
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),574380934,193762
Billie Eilish - listen before i go,574095171,199899
MARINA - Bubblegum Bitch,573925172,276790
Pop Smoke - The Woo,573758073,115273
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,573403087,31712
Marshmello - Alone,573388304,132342
Pop Smoke - Invincible,573194090,171146
Beyoncé - 7/11,573138290,93952
Astrid S - Hurts So Good,573087816,175768
J Balvin - Safari,572811567,133776
Fuerza Regida - SABOR FRESA,572657163,502763
Jack Harlow - Tyler Herro,572495492,133466
t.A.T.u. - All The Things She Said,572476768,288588
House Of Pain - Jump Around,572420135,422147
Nicki Minaj - Super Freaky Girl,572343595,240928
John Lennon - Happy Xmas (War Is Over),572283691,40179
Christmas Hits - Frank Sinatra,572263304,7523
Ryan Castro - Jordan,572250432,356513
Childish Gambino - Les,572117831,667321
Limp Bizkit - Rollin' (Air Raid Vehicle),571172706,412909
T.I. - Live Your Life,570989731,203947
Trueno - Mamichula,570553741,384347
Ziv Zaifman - A Million Dreams,570495339,197022
Julia Michaels - Heaven,570372486,133611
Nicki Minaj - Only,570360657,139640
Justin Bieber - Boyfriend,570192287,274494
Super Yei - La Forma en Que Me Miras,570110083,297587
Drake - The Motto,569825823,174970
One Direction - They Don't Know About Us,569563824,152893
Mon Laferte - Tu Falta De Querer,569309430,507390
Bishop Briggs - River,569015466,274596
Sebastian Yatra - No Hay Nadie Más,568904658,226878
Grupo Frontera - EL AMOR DE SU VIDA,568786844,753769
J. Cole - G.O.M.D,568749370,132382
Ed Sheeran - Lego House,568506811,141343
Miguel - Girl With The Tattoo Enter.lewd,568240284,579564
Halsey - You should be sad,568228248,100250
Ricky Montgomery - Mr. Loverman,568180504,706484
Sia - Thunderclouds,568007663,95795
A Boogie Wit da Hoodie - My Shit,567637492,214515
Nickelback - Rockstar,567333522,280490
Dave - Location,567252994,284005
XXXTENTACION - Carry On,566952794,169526
John Mayer - Your Body Is a Wonderland,566879887,123396
Céline Dion - My Heart Will Go On,566784195,265792
Ed Sheeran - Sing,566681668,92795
Juice WRLD - Righteous,566473397,126025
Matt Sassari - Give It To Me,565860202,840718
Band Aid - Do They Know It's Christmas?,565618999,21874
The Killers - Human,565488884,216505
Dua Lipa - Blow Your Mind (Mwah),565221013,160153
Shania Twain - You're Still The One,565079152,281979
Backstreet Boys - Everybody (Backstreet's Back),565054661,479982
Gucci Mane - I Get the Bag,564958175,99716
The Strokes - Reptilia,564745183,253730
Bad Bunny - Después de la Playa,564592791,165291
The Weeknd - In The Night,564545842,150442
Sech - Otro Trago,564511227,74081
ThxSoMch - SPIT IN MY FACE!,564172182,391336
Ariana Grande - pov,563999279,210719
SZA - The Weekend,563936928,330257
Amy Winehouse - Rehab,563816305,264613
Troye Sivan - Angel Baby,563755344,293818
Nelly - Hot In Herre,563745461,282912
DJ Luian - Verte Ir,563329408,125183
Labrinth - All For Us,562334938,431529
Mac DeMarco - Heart To Heart,562058235,731386
System Of A Down - Aerials,562031752,386833
Lauren Daigle - You Say,561618467,243572
Marshmello - One Thing Right,561568803,224957
Danny Ocean - Fuera del mercado,561519855,179317
XXXTENTACION - BAD!,561327329,264687
Rels B - cómo dormiste?,561077325,382060
Michael Jackson - Rock with You,560303791,521644
Lil Nas X - HOLIDAY,560253189,81081
Brent Faiyaz - Trust,560173590,311203
2Pac - Changes,559879216,235026
Sam Feldt - Post Malone,559507066,95753
Pearl Jam - Alive,559243334,233475
DJ Snake - Turn Down for What,559191924,120087
Ozuna - Síguelo Bailando,558975931,113918
DJ Khaled - GREECE,558859150,121278
Christian Nodal - De Los Besos Que Te Di,558838462,392418
Twenty One Pilots - Tear in My Heart,558703469,218545
"Ciara - One, Two Step",558496633,504943
Morat - No Se Va,558106692,388500
Pitbull - International Love,557841418,368513
Jessie J - Flashlight,557797444,129347
Lil Wayne - Lollipop,557613780,299922
Trippie Redd - Miss The Rage,557515037,203489
Rihanna - Kiss It Better,557496747,447604
Bon Jovi - Always,557272246,285350
The Human League - Don't You Want Me,557081772,422123
Shakira - Can't Remember to Forget You,556996928,297176
Bakar - Hell N Back,556876494,345022
John Mayer - Free Fallin',556845748,118887
Nick Jonas - Close,556496196,73251
Aqua - Barbie Girl,556314698,368950
Linkin Park - Somewhere I Belong,556191208,494600
KAROL G - MI EX TENÍA RAZÓN,556070326,1010101
NLE Choppa - Camelot,556025997,173741
Fuerza Regida - Ch y la Pizza,555823080,327233
Metallica - The Unforgiven (Remastered),555615247,286430
Robbie Williams - Angels,555529336,283004
Lady Gaga - Bloody Mary,555522821,401413
Selena Gomez - Kill Em With Kindness,555485575,50715
salvia palth - i was all over her,555433761,721278
Kendrick Lamar - Poetic Justice,555431670,263709
Post Malone - Chemical,555287501,348976
Rihanna - What's My Name?,555074888,343676
Nicky Jam - Te Robaré,555008270,69102
Alan Walker - All Falls Down,554095918,92599
Lil Wayne - Mirror,554088324,213024
BLACKPINK - BOOMBAYAH,553965658,183653
MØ - Final Song,553687987,48829
J Balvin - Ginza,553179838,266068
Various Artists -,552631117,376335
Rauw Alejandro - 2/Catorce,551873970,160652
Christina Perri - jar of hearts,551679880,147278
Deep Purple - Smoke On The Water,551664615,234183
Mark Ronson - Valerie,551460839,837212
The Chainsmokers - Who Do You Love,551332123,66879
KAROL G - X SI VOLVEMOS,551294880,541221
Roddy Ricch - High Fashion,550833749,131369
Slipknot - Before I Forget,550370155,286321
Kenny Loggins - Danger Zone,550278632,216478
"Mobb Deep - Shook Ones, Pt. II",549869767,270857
Eminem - Sing For The Moment,549655069,204254
Simon & Garfunkel - The Sound of Silence,549644238,277428
Romeo Santos - Imitadora,549624274,432420
The Pointer Sisters - I'm So Excited,549601299,478733
Christian Nodal - Ya No Somos Ni Seremos,549358183,861770
Taylor Swift - my tears ricochet,549282321,609896
Pritam - Kesariya,548978194,311330
Timmy Trumpet - Freaks,548932551,213958
Coyote Theory - This Side of Paradise,548908640,342421
JAY-Z - Run This Town,548373686,414357
Chase Atlantic - Into It,548316914,504314
Ozuna - El Farsante,548216784,207554
Morgan Wallen - More Than My Hometown,547612072,326689
Chuck Berry - Johnny B. Goode,547381937,348988
Ed Sheeran - Give Me Love,547059112,113272
Aminé - REEL IT IN,546723291,99876
Calvin Harris - Sweet Nothing,546715401,375455
Katy Perry - Harleys In Hawaii,546705809,291217
Selena Gomez - The Heart Wants What It Wants,546410829,152318
Selena Gomez - Fetish,546398868,248282
Mary J. Blige - Family Affair,546337045,468742
Quevedo - VISTA AL MAR,546222804,352229
Logic - Everyday,546197270,43849
Hozier - Someone New,546167071,358897
David Bowie - Starman,545833192,387500
The Living Tombstone - My Ordinary Life,545561221,292825
Alexander 23 - IDK You Yet,545540729,154378
José González - Heartbeats,545461646,284477
Kanye West - Ghost Town,544904230,335548
Linkin Park - Papercut,544817732,390212
Andy Grammer - Don't Give Up On Me,544537923,386409
Kygo - Stargazing,544445576,70023
SHAED - Trampoline,544394944,135601
Alec Benjamin - Water Fountain,544322811,167974
Evanescence - My Immortal,544110221,256962
King Von - Took Her To The O,544021736,571718
Travis Scott - 5% TINT,543726896,258478
Lil Jon & The East Side Boyz - Get Low,543511713,288010
Nate Dogg - Regulate,543479437,231132
Pop Smoke - Element,543410429,150273
Bad Bunny - Otra Noche en Miami,542972525,217496
FISHER - Losing It,542864032,206649
Eminem - Shake That,542841699,207241
Super Yei - La Forma en Que Me Miras,542582207,295106
Dominic Fike - Babydoll,542559311,465697
OneRepublic - Lose Somebody,542375062,96897
Madison Beer - Reckless,542374956,762703
Warren G - Regulate,541865322,224873
Harry Styles - Kiwi,541812858,101889
Kaash Paige - Love Songs,541114606,665437
Lizzo - Juice,541034982,123921
Quality Control - Baby,540677867,167201
Eric Carmen - Hungry Eyes,540250728,295364
George Harrison - My Sweet Lord (2014 Remaster),540212383,223622
Black Eyed Peas - GIRL LIKE ME,539815124,100191
Dire Straits - Money for Nothing,539706821,336249
A$AP Rocky - L$D,539491520,146374
Aventura - Obsesion,539421290,396608
Daddy Yankee - La Rompe Corazones,539361054,120109
Dasha - Austin (Boots Stop Workin'),539275304,2404759
Ava Max - My Head & My Heart,538806532,150351
Billie Eilish - my boy,538771868,132509
Fuerza Regida - TQM,538764248,361358
Playboi Carti - wokeuplikethis*,538287184,145187
Reik - Ya Me Enteré,538250092,515871
Ingratax - París,538213574,89418
Daddy Yankee - Limbo,538081911,277378
Sum 41 - In Too Deep,538076657,324659
James Arthur - Falling Like The Stars,538071530,141931
Norah Jones - Don't Know Why,538042705,274110
Juice WRLD - Let Me Know (I Wonder Why Freestyle),537671471,357955
Logic - Homicide,537593900,87137
The Ronettes - Sleigh Ride,537369030,41119
Two Feet - I Feel Like I'm Drowning,537353271,387722
Twenty One Pilots - Chlorine,537103657,181506
Mumford & Sons - The Cave,536881122,146484
LISA - LALISA,536668661,224753
Martin Garrix - Ocean,536322585,62709
Post Malone - Feeling Whitney,536156851,122304
Rita Ora - Let You Love Me,535843461,80587
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)",535781379,280726
21 Savage - redrum,535561011,865185
Black Eyed Peas - MAMACITA,535539463,74105
Harry Styles - Matilda,535516253,299175
Rammstein - Sonne,535464522,528885
The Smiths - This Charming Man,535405632,360427
Myke Towers - Si Se Da,534963163,239067
Belinda Carlisle - Heaven Is A Place On Earth,534584277,361225
Justin Bieber - Confident,534494630,452244
Kid Cudi - Mr. Rager,534326755,359412
Tory Lanez - Say It,534320559,230848
Rita Ora - Anywhere,534116827,68330
Korn - Freak On a Leash,534096105,364094
Pia Mia - Do It Again,533923781,122888
Beyoncé - TEXAS HOLD 'EM,533739204,785605
Armin van Buuren - Blah Blah Blah,533703591,160531
Talking Heads - Psycho Killer,533379024,427417
Blondie - Call Me,533263141,354341
Kane Brown - What Ifs,533146427,227110
Luke Combs - The Kind of Love We Make,533110718,578296
Peter Bjorn and John - Young Folks,533013368,333704
$uicideboy$ - Paris,532963582,250798
Bob Marley & The Wailers - One Love / People Get Ready,532953171,315898
Pablo Alborán - Saturno,532897583,439395
Bad Bunny - MONACO,532185370,394431
Joel Corry - OUT OUT,531847184,202672
Third Eye Blind - Semi-Charmed Life,531623694,276047
Steve Lacy - C U Girl,531383621,545695
Various Artists - Jailhouse Rock (from Jailhouse Rock),531306272,402859
Run–D.M.C. - Walk This Way,531187230,212717
Wolfine - Bella,531125105,92130
Elvis Presley - Jailhouse Rock,530903413,481521
Future - Like That,530850817,1057167
David Guetta - This One's for You,530801773,91843
Gala - Freed From Desire,530736696,479513
The Beatles - Twist And Shout,530712533,400848
Chris Brown - Forever,530695630,508646
Juice WRLD - Black & White,530370433,141995
SZA - Saturn,530318242,1465477
Spin Doctors - Two Princes,530012029,252347
Trippie Redd - 1400 / 999 Freestyle,529828890,115793
Daya - Hide Away,529633365,250079
Ariana Grande - Everyday,529570662,258468
Billie Eilish - my strange addiction,528864583,164285
Keane - Everybody's Changing,528793884,253528
Camila Cabello - Crying in the Club,528413880,85332
Modjo - Lady,528081232,536134
Dua Lipa - We're Good,527942365,136038
Norman Greenbaum - Spirit In The Sky,527755270,209423
Demi Lovato - Stone Cold,527512163,70278
Harry Styles - Fine Line,527392514,320618
Etta James - At Last,527305849,416477
Ramz - Barking,527285003,143280
Duki - She Don't Give a Fo,527033520,249384
Christian Nodal - No Te Contaron Mal,526599175,351857
Billie Eilish - COPYCAT,525952302,145518
Bad Bunny - Soy Peor,525811558,156053
Jack Johnson - Upside Down,525810037,381762
Doja Cat - Like That,525609347,142834
Bad Bunny - Un Ratito,525491945,183738
Peggy Gou - (It Goes Like) Nanana,525266522,514914
Billy Joel - We Didn't Start the Fire,525204489,390714
SAYGRACE - You Don't Own Me,524875646,208932
Luniz - I Got 5 On It,524867096,301469
The Red Jumpsuit Apparatus - Face Down,524811536,297662
"Olivia Rodrigo - 1 step forward, 3 steps back",524795713,346891
XXXTENTACION - NUMB,524329319,138806
Drowning Pool - Bodies,524066355,610724
Piso 21 - Me Llamas,523634372,79407
Joy Again - Looking Out for You,523130484,523381
Billie Eilish - bitches broken hearts,523002567,185298
Ashnikko - Daisy,522748390,134265
Weezer - Say It Ain't So,522357201,267245
Fuerza Regida - HARLEY QUINN,522318196,481096
León Larregui - Brillas,522292745,288038
Dan + Shay - Speechless,522178665,99153
David Bowie - Heroes,522109889,210512
Carolina Gaitán - La Gaita - We Don't Talk About Bruno,522093532,200584
Unknown - We Don't Talk About Bruno,522093532,200584
Rvssian - Nostálgico,521879154,162464
Clairo - Bubble Gum,521699454,301483
Vance Joy - Mess Is Mine,521612218,177573
Red Hot Chili Peppers - By the Way,521322597,240113
Taylor Swift - End Game,521313596,173123
Melanie Martinez - Pacify Her,521140670,228191
Metallica - For Whom The Bell Tolls,521104008,666226
Bruce Springsteen - I'm On Fire,520886508,554883
DJ Snake - You Know You Like It,520877863,171454
Calibre 50 - Si Te Pudiera Mentir,520715752,223402
Lil Wayne - 6 Foot 7 Foot,520705681,171317
Ozuna - Tú Foto,520275161,163520
Jonas Brothers - Only Human,520225124,109004
Nelly - Just A Dream,520196738,230393
Eyedress - Something About You,520185464,881676
Little Mix - Woman Like Me,520163833,71906
Tinlicker - Because You Move Me,520126362,948913
Pop Smoke - Got It On Me,520097647,137545
Steve Aoki - Just Hold On,520016905,35295
Tame Impala - Feels Like We Only Go Backwards,519920041,246474
Chris Rea - Driving Home for Christmas,519886709,21841
Cochise - Tell Em,519763195,180477
The Fray - You Found Me,519695852,178725
Savage Garden - Truly Madly Deeply,519638154,263660
Kanye West - All Mine,519622918,136400
Michael Bublé - Feeling Good,519509100,350463
Aventura - Dile al Amor,519372890,505320
Starship - We Built This City,519328507,251555
Zedd - Happy Now,519178463,47559
BTS - Spring Day,519008933,186144
Yiruma - River Flows In You,518869071,167345
Banda MS de Sergio Lizárraga - El Color de Tus Ojos,518735921,558302
Ella Mai - Trip,518539197,188216
Shakira - Monotonía,518504311,182305
DVRST - Close Eyes,518459912,204640
Calvin Harris - I Need Your Love,518291167,180270
Selena Gomez & The Scene - Who Says,518002386,187189
Pink Floyd - Money,517973698,178134
Michael Jackson - Don't Stop 'Til You Get Enough,517820433,242240
Steve Miller Band - The Joker,517799727,270583
Bryson Tiller - Right My Wrongs,517776450,566714
BROCKHAMPTON - SUGAR,517703872,106002
Jhené Aiko - Sativa,517672044,340798
Childish Gambino - Heartbeat,517550907,513322
T.I. - Whatever You Like,517489647,177977
Fools Garden - Lemon Tree,517429439,283249
The Police - Message In A Bottle,517333743,298742
John Mayer - Slow Dancing in a Burning Room,517280631,337471
Daft Punk - Get Lucky,517256946,380190
"Tame Impala - New Person, Same Old Mistakes",516685707,345935
Matt Simons - Catch & Release,516641360,179621
Sufjan Stevens - Mystery of Love,516641011,217461
SLANDER - Love Is Gone,516473952,302678
Eslabon Armado - Jugaste y Sufrí,516453021,245601
Kid Rock - All Summer Long,516434610,195660
Justin Timberlake - Say Something,516337305,103012
Elle King - Ex's & Oh's,516292043,137374
Reik - Amigos Con Derechos,516003702,141252
Men I Trust - Show Me How,515975426,500207
Rex Orange County - Loving Is Easy,515847119,92268
Ginuwine - Pony,515803602,194233
Juanes - Es Por Ti,515325369,361268
Beyoncé - Partition,515265444,146858
Ariana Grande - motive,515170508,166780
Enrique Iglesias - Cuando Me Enamoro,515115572,420599
Jonas Brothers - What A Man Gotta Do,515100647,107125
Polo G - 21,514865107,239392
Ozuna - Caramelo,514734579,57820
NLE Choppa - Shotta Flow,514674683,171805
Drake - Started From the Bottom,514647412,89786
"Grover Washington, Jr. - Just the Two of Us",514247128,236823
The Notorious B.I.G. - Mo Money Mo Problems,513802779,227108
Shakira - La Tortura,513707068,248062
Selena Gomez - Bad Liar,513450850,50845
Stromae - Papaoutai,513248329,191988
Sublime - What I Got,513173224,351326
Hozier - Cherry Wine,513160273,204653
Lil Skies - Nowadays,513022649,52268
Jordan Davis - Buy Dirt,512938783,572278
Juice WRLD - Empty,512768802,184037
Mura Masa - Love$ick,512722887,135630
The Turtles - Happy Together,512685753,271882
Billie Eilish - LUNCH,512632106,1568261
Manuel Turizo - Quiéreme Mientras Se Pueda,512575166,615013
OneRepublic - I Lived,512277449,263396
Alicia Keys - Fallin',511998718,442756
Jeremih - Birthday Sex,511796634,368090
Alex Rose - Toda (Remix),511684247,306282
Camila Cabello - Don't Go Yet,511683178,112458
Carly Simon - You're So Vain,511365519,288789
Eminem - When I'm Gone,511062984,98614
Eric Clapton - Wonderful Tonight,510896228,218117
Lil Peep - beamer boy,510806143,201519
Roy Woods - Drama,510801508,133696
Drake - Energy,510621601,74129
Ludovico Einaudi - Experience,510140577,332147
Romeo Santos - Bella y Sensual,510028092,150181
"Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)",509901194,262138
JIN - The Astronaut,509765341,782711
Billie Eilish - Happier Than Ever,509657354,112239
mgk - I Think I'm OKAY,509334076,123429
Kygo - Happy Now,509296380,65849
Jubël - Dancing In The Moonlight,509163794,218311
Don Omar - Salió El Sol,509114629,552283
"Earth, Wind & Fire - Boogie Wonderland",508819180,299332
Chance the Rapper - No Problem,508586897,67368
NF - If You Want Love,508190890,132312
Kesha - Praying,508167317,76579
JVKE - this is what falling in love feels like,508022922,317889
Sade - Smooth Operator,507772358,607152
Sebastian Yatra - Chica Ideal,507527781,113959
Vegedream - Ramenez la coupe à la maison,507371379,184447
Kane Brown - Heaven,507288477,203418
The Weeknd - Acquainted,507146471,168859
David Guetta - When Love Takes Over,506790319,202632
girl in red - i wanna be your girlfriend,506597914,498643
Belanova - Rosa Pastel,506484127,531075
Shaggy - Angel,506470892,324820
Hillsong UNITED - Oceans (Where Feet May Fail),506403163,251988
Baby Bash - Suga Suga,506325296,216116
MEDUZA - Bad Memories,506181355,328110
Jordin Sparks - No Air,506032442,226414
Black Eyed Peas - MAMACITA,505990099,99626
Drake - Don’t Matter To Me,505988834,89117
alt-J - Left Hand Free,505982369,324573
Kim Carnes - Bette Davis Eyes,505780791,349406
SZA - Shirt,505746121,221178
Ne-Yo - Because Of You,505737998,341309
Carly Rae Jepsen - I Really Like You,505658549,94261
Myke Towers - LA FALDA,505592800,1278450
Social House - Magic In The Hamptons,505511969,118483
KISS - Rock And Roll All Nite,505386377,205701
Mora - 512,505309100,280336
Meghan Trainor - Me Too,505249124,288515
